36865 197075
a cursant
a cursar
a cursos
a càrrec
a càrrecs
a càrrega
a càstig
a càsting
a cèntims
a cònsol
a còpies
a córner
a córrer
a cúpula
a d'
a d'al·ludir
a dades
a dalt
a damunt
a danys
a data
a daurar
a davallada
a davant
a davantera
a de
a de_nou
a debat
a debatre
a debats
a debatuts
a debuta
a debutar
a decantar
a decaure
a decebut
a decidida
a decidir
a decidirà
a decidit
a decidits
a decidís
a decisió
a declaracions
a declaració
a declarada
a declarar
a declararan
a declarat
a declarats
a declinar
a decorar
a dedica
a dedicació
a dedicada
a dedicades
a dedicar
a dedicaran
a dedicarem
a dedicarà
a dedicat
a dedicats
a dedicava
a dedico
a dediquen
a dediquin
a defensa
a defensar
a defensiva
a deficiències
a definició
a definir
a definirà
a deguda
a degui
a degustació
a degut
a deia
a deixa
a deixalleria
a deixar
a deixaria
a deixarà
a deixaven
a deixen
a deixés
a del
a delegacions
a delegació
a delegat
a delicte
a delictes
a delinquir
a delinqüència
a dels
a demana
a demanant
a demanar
a demanarà
a demanat
a demanava
a demanda
a demandar
a demandes
a demanem
a demanen
a demarcacions
a demarcació
a democràcia
a demostrar
a demostrarà
a demà
a denegar
a denegat
a densitat
a denunciar
a denúncia
a denúncies
a departament
a departaments
a dependències
a depositar
a depreciar
a depuradora
a derbi
a derivar
a derrota
a derrotar
a derrotat
a des_de
a desactivació
a desafiament
a desagradi
a desallotjar
a desaparició
a desaparèixer
a desarticulada
a desarticulat
a desautoritzar
a desavinences
a desbancar
a descansar
a descansen
a descarregar
a descens
a descobert
a descobrir
a desconfiança
a descoordinació
a descàrrega
a desembarcar
a desembocadura
a desembocar
a desencadenar
a desencadenat
a desenvolupa
a desenvolupada
a desenvolupament
a desenvolupar
a desenvoluparan
a desenvoluparà
a desenvolupaven
a desesperar
a desestimat
a desfermada
a desfilada
a desgravar
a deshora
a designació
a designi
a desinfectar
a desitja
a desocupació
a despatxar
a despertar
a despertin
a despeses
a despistat
a despisten
a desplacin
a desplaça
a desplaçament
a desplaçant
a desplaçaria
a desplaçarà
a desplaçat
a desplaçaven
a desplegament
a després
a despullar
a desqualificar
a destacarà
a destacat
a desterrament
a destinacions
a destinació
a destinada
a destinades
a destinar
a destinaran
a destinarà
a destinat
a destinats
a destinen
a destini
a destinin
a destins
a destruir
a destí
a desviar
a desviarà
a detectada
a detectades
a detectar
a detectat
a detenció
a detenien
a detenir
a determinar
a detingut
a detingués
a deté
a deu
a deu_de_la_nit
a deu_del_matí
a deuen
a deure
a deutes
a devia
a devolució
a dia
a dia_14
a dia_22_de_maig
a dia_23_de_febrer
a diari
a diaris
a dibuixar
a dibuixos
a dictat
a dies
a diferenciar
a diferent
a diferents
a diferències
a dificultats
a difondre
a difuminar
a difusió
a difícil
a digna
a dignitat
a dijous
a dilluns
a dilluns_21_d'_abril
a dilluns_3_de_març
a dilucidar
a dimarts
a dimecres
a dimitir
a dinamitzar
a dinar
a dins
a dipositar
a dipositat
a dipositats
a diputat
a dipòsit
a direcció
a directes
a director
a dirigeix
a dirigeixen
a dirigent
a dirigents
a dirigida
a dirigides
a dirigien
a dirigir
a dirigit
a dirigits
a discografia
a discos
a discoteca
a disculpar
a discurs
a discussió
a discutir
a disfrutar
a disminució
a disminuir
a disminuïts
a dispara
a disparar
a disparat
a dispensa
a dispensar
a disponibles
a disposada
a disposar
a disposat
a disposats
a disposava
a disposaven
a disposen
a disposició
a disputa
a disputar
a disputarà
a dissabte
a dissabte_,_13_de_gener
a dissensions
a dissenyada
a distanciament
a distendre
a distribuir
a distància
a dit
a diu
a diuen
a diumenge
a divendres
a dividides
a divulgació
a divulgar
a djs
a do
a doblar
a doble
a documentació
a domiciliada
a domiciliades
a dona
a donada
a donades
a donant
a donant_peu
a donant_suport
a donar_a_conèixer
a donar_la_raó
a donar_lloc
a donar_pas
a donar_peu
a donar_resposta
a donar_sortida
a donar_suport
a donaran
a donarà
a donarà_cabuda
a donarà_llum_verda
a donarà_pas
a donat
a donat_la_raó
a donat_peu
a donat_suport
a donava
a donen_resposta
a donen_suport
a dones
a donessin
a doni
a doni_suport
a donés
a dormen
a dormia
a dormir
a dos
a dos_quarts_d'_una
a dos_quarts_d'_una_de_la_matinada
a dos_quarts_d'_una_del_migdia
a dos_quarts_d'_una_del_migdia_de_dilluns
a dos_quarts_de_dotze
a dos_quarts_de_dotze_de_la_nit
a dos_quarts_de_dotze_del_matí
a dos_quarts_de_dotze_del_migdia
a dos_quarts_de_dues_del_migdia
a dos_quarts_de_nou_del_matí
a dos_quarts_de_nou_del_vespre
a dos_quarts_de_set
a dos_quarts_de_set_del_vespre
a dos_quarts_de_sis_de_la_tarda
a dos_quarts_de_vuit
a dos_quarts_de_vuit_del_vespre
a dotacions
a dotació
a dotar
a dotze_del_migdia
a drama
a dret
a dreta
a drets
a drogodependències
a drogues
a duana
a dubta
a dubtar
a dubtarà
a duent_a_terme
a dues_de_la_matinada
a duia
a dur
a dur_a_terme
a duran_a_terme
a durant
a duri
a durà_a_terme
a dut
a dut_a_terme
a dutxes
a dècada
a dècades
a dòlar
a dòlars
a dóna
a dóna_lloc
a dóna_resposta
a economia
a edat
a edats
a edicions
a edició
a edificació
a edifici
a editarà
a editorial
a educació
a educar
a eduquen
a efecte
a efectes
a efectuades
a efectuar
a efectuat
a efectuats
a eficàcia
a efusions
a eines
a eix
a ejaculant
a elaboració
a elaborar
a elaborats
a eleccions
a elecció
a electrificació
a elegeix
a eleva
a elevar
a elevat
a eliminació
a eliminar
a elit
a ell
a ella
a ells
a elogiava
a emancipar
a embarcacions
a embarcació
a embargar
a embargat
a embaràs
a embassament
a embrancat
a emet
a emetrà
a emissari
a emissió
a emissora
a emissores
a emmagatzemats
a empadronats
a empat
a emplaça
a emplaçada
a emplaçament
a emplaçar
a emplaçat
a emplaçava
a empleat
a emprendre
a emprenedors
a empresa
a empresari
a empresariat
a empresaris
a empreses
a empresonat
a empresàries
a empènyer
a emès
a en
a en_base_a
a en_concret
a en_lloc_de
a encadenats
a encaminada
a encaminades
a encaminats
a encanta
a encapçalar
a encarna
a encarrega
a encarregar
a encarregarà
a encarregat
a encastar
a encert
a encetaran
a encomanar
a encontre
a encoratjar
a encàrrec
a endevinar
a endur
a endurir
a enemic
a enfilar
a enfocar
a enfonsi
a enfortir
a enfronta
a enfrontades
a enfrontaments
a enfrontar
a enfrontarà
a enfronten
a enganxada
a enganxar
a enganxat
a engany
a enganyar
a enllaç
a enllaços
a enquestes
a enquistament
a enregistra
a enregistrar
a enregistrats
a enriquiment
a ens
a ensenya
a ensenyament
a ensenyar
a enterrades
a enterrament
a enterrat
a entesa
a entestat
a entesten
a entitat
a entitats
a entorn
a entorn_de
a entra
a entrada
a entrada_en_funcionament
a entrant
a entrar
a entrar_en_funcionament
a entrarà
a entrarà_en_funcionament
a entrat
a entraven
a entregada
a entregant
a entregar
a entregat
a entregaven
a entregues
a entrenament
a entrenar
a entressin
a entrevista
a entrevistar
a entrevistessin
a enviada
a enviant
a enviar
a enviaran
a enviarà
a enviat
a enviats
a envàs
a equilibri
a equip
a equipament
a equipaments
a equiparable
a equiparar
a equiparen
a equival
a equivaldria
a equivaldrien
a equivalent
a equivalia
a equivocar
a era
a eradicar
a eren
a erosió
a error
a esbrinar
a esbroncats
a escala
a escalada
a escalant
a escales
a escampen
a escapat
a escena
a escenari
a esclatar
a escola
a escoles
a escollir
a escollit
a escoltant
a escoltaran
a escolten
a escridassat
a escriptor
a escriptora
a escrit
a escrita
a escriu
a escriure
a esdeveniments
a esdevinguin
a esfondrament
a esforç
a esgarrapar
a església
a esglésies
a esgotar
a esmenes
a espais
a espanyola
a especial
a especialistes
a especialitzada
a especialment
a espectacle
a espectador
a espectadors
a espellofar
a espera
a esperar
a esperava
a esperaven
a esperit
a espurna
a espècie
a espècies
a esquena
a esquerra
a esquerra_abertzale
a esquizofrènia
a esquí
a est
a estabilització
a establert
a establertes
a establiment
a establir
a establirà
a estacionar
a estacions
a estació
a estada
a estadi
a estafar
a estalvi
a estalvi-inversió
a estan
a estanc
a estancament
a estany
a estarà
a estat
a estatal
a estava
a estavellaran
a estaven
a estem
a estenen
a estenent
a estenia
a estesa
a estiguessin
a estigui
a estiguin
a estil
a estilaven
a estils
a estima
a estimar
a estimat
a estimava
a estimaven
a estimulació
a estimular
a estirar
a estirat
a estiu
a estiu_de_1996
a estiueig
a estranger
a estranys
a estratègia
a estrena
a estrenar
a estrenaran
a estrenarà
a estrenen
a estret
a estructures
a estudi
a estudiant
a estudiants
a estudiar
a estudis
a està
a estàtua
a eternitat
a etiquetes
a euro
a europees
a euros
a evacuació
a evacuar
a evacuat
a eventualment
a evitar
a evitarà
a evoca
a evoluciona
a evolució
a examen
a exasperar
a excandidat
a excepte
a excloure
a exclusió
a exconseller
a exculpar
a exdirector
a execució
a executar
a executiva
a exemplars
a exerceixen
a exercici
a exercides
a exercir
a exercit
a exhibeix
a exhibició
a exhibida
a exhibir
a exhibí
a exigeix
a exigibles
a exigir
a exigit
a exigències
a exili
a existeix
a existents
a existint
a existit
a existència
a existències
a expectativa
a expectatives
a expedició
a expedient
a expedients
a experimentat
a experiència
a experiències
a experts
a explicar
a explicarà
a explicat
a explicaven
a expliquen
a expliquessin
a explotacions
a explotació
a explotar
a exportació
a exportar
a exportat
a exposa
a exposada
a exposar
a exposaran
a exposat
a exposen
a exposicions
a exposició
a expresident
a expressar
a expressat
a expressió
a expropiació
a expropiar
a expulsió
a exsubdelegat
a extensió
a exterior
a extinció
a extraccions
a extracció
a extradicions
a extradició
a extraient
a extrapolen
a extrem
a fa
a fa_referència
a fabricació
a fabricat
a fabricats
a faci_referència
a facilitada
a facilitades
a facilitar
a facilitat
a faciliten
a faciliti
a factoria
a facturació
a facturar
a faculta
a falsificació
a falta
a faltar
a faltaran
a faltat
a falten
a familiars
a família
a famílies
a fan_referència
a faran_servir
a farien
a farmàcia
a farmàcies
a farà_servir
a faré
a fase
a fauna
a favor
a favorable
a façana
a façanes
a fe
a febrer
a federació
a feia
a feien
a feina
a fem
a fenomen
a fent
a fent_referència
a fer
a fer_front
a fer_servir
a ferir
a ferits
a festa
a festes
a festivals
a fet_referència
a feta
a fetes
a fi
a ficar
a ficció
a fidelitat
a fidels
a figura
a figurar
a figuren
a filaberquí
a files
a filial
a filials
a filla
a filles
a filmades
a filosofia
a filtrar
a final
a finalitats
a finalitza
a finalitzar
a finals
a finançar
a finca
a finestra
a finques
a fins
a fins_i_tot
a fira
a firma
a firmar
a fiscalia
a fixat
a fixen
a flames
a flexibilitat
a floria
a fomentar
a font
a fora
a forces
a formació
a formar
a formar_part
a format
a formen
a formiga
a formular
a fortificació
a força
a forçada
a forçar
a forçat
a forçats
a foto
a fotografia
a fotografiar
a fotos
a fracassen
a fraccionar
a fractura
a franges
a franja
a frau
a fresca
a frontera
a fronteres
a fruita
a fruites
a fubol
a fuga
a fugida
a fugir
a funciona
a funcionant
a funcionar
a funcionaris
a funcionen
a funcions
a funcionés
a fundació
a fundada
a fundar
a fusió
a fusteria
a futbol
a futur
a fàbrica
a fàbriques
a fàrmacs
a fòrum
a fúria
a gairebé
a galeria
a galeries
a galtes
a gamma
a garantint
a garantir
a garantirà
a gas
a gastat
a gaudir
a genera
a generacions
a general
a generalitat
a generalització
a generals
a gent
a germanes
a gesta
a gestació
a gestionant
a gestions
a gestió
a gestors
a gira
a girar
a giri
a glaçades
a glosa
a gols
a goril·la
a gosseres
a governa
a governabilitat
a governamentals
a governar
a gradua
a graduada
a graella
a granja
a grau
a gravacions
a gravació
a gremis
a grunyir
a grup
a grups
a gràcies
a guany
a guanyar
a guanyat
a guanyés
a guardar
a guardarà
a guarderia
a guardó
a guerra
a guia
a guitarra
a gust
a gènere
a gèneres
a habita
a habitacions
a habitació
a habitants
a habitatge
a habitatges
a habituada
a habituals
a habituar
a habituat
a hagut
a hagués
a hauria
a haurà
a haver
a havia
a hectàrees
a hemidelta
a hipoteques
a historiador
a història
a històries
a hivern
a home
a homenatge
a homenatges
a homenatja
a homenatjat
a homenatjats
a homes
a homogeneÏtat
a honorar
a hora
a hores
a hores_d'_ara
a hospital
a hospitals
a hostatgeria
a hostatjarà
a hostil
a hostils
a hotel
a humor
a idealitzada
a identificades
a identificar
a identitat
a idiomes
a ignorar
a illa
a illes
a il·legalització
a il·lustracions
a imaginen
a imatge
a immediacions
a immigració
a immigrant
a immigrants
a immobiliària
a immoble
a immobles
a imparteixen
a impartia
a impartirà
a impedir
a impedirien
a impedit
a imperant
a implantació
a implantant
a implantar
a implantats
a implicació
a implicats
a importacions
a importància
a imposa
a imposada
a imposades
a imposar
a imposat
a imposició
a impost
a imprimir
a impuls
a impulsar
a impunitat
a inaugura
a inauguració
a inaugurar
a inaugurarà
a incautar
a incendi
a incendis
a incentius
a incentivar
a incidència
a incita
a incitació
a incitant
a incitar
a incitat
a incitava
a inclina
a inclinació
a inclinat
a inclou
a incloure
a inclusió
a inclòs
a incorpora
a incorporació
a incorporant
a incorporar
a incorporaran
a incorporat
a incorporava
a incorporin
a increment
a incrementa
a incrementant
a incrementar
a incrementarà
a incrementat
a incubadora
a inculcar
a indagacions
a indemnitzacions
a indemnitzar
a independència
a indicar
a indicat
a indret
a indrets
a induint
a induir
a indústria
a inexistència
a infanta
a infants
a inferior
a inferiors
a infermeria
a infern
a infinit
a inflació
a influència
a informació
a informar
a informaran
a informat
a informats
a informe
a infracció
a infraestructura
a infraestructures
a infància
a ingesta
a ingressada
a ingressar
a ingressat
a ingrés
a inici
a inicia
a iniciar
a iniciarà
a iniciat
a iniciativa
a iniciatives
a iniciats
a inicien
a inicis
a inicià
a iniciés
a iniciï
a injecció
a inquietud
a inquietuds
a inscripcions
a inscrit
a inscrites
a inscriuen
a insinuar
a insisteix
a insistia
a insistint
a insistir
a insistit
a insistència
a inspeccionar
a inspecció
a insta
a instal.lacions
a instal·lacions
a instal·lació
a instal·lada
a instal·lades
a instal·lar
a instal·laran
a instal·larien
a instal·larà
a instal·lat
a instal·lats
a instal·lin
a instant
a instar
a instarà
a instat
a insten
a instessin
a institucions
a institució
a institut
a instruccions
a instruït
a instàncies
a integració
a integrant
a integrar
a integrat
a intensificava
a intensitat
a intent
a intentar
a intercanviador
a interessa
a interessada
a interessades
a interessar
a interessat
a interessats
a interessava
a interessos
a interfluvi
a interior
a internet
a interpreti
a interromput
a intersecció
a intervencions
a intervenció
a intervenir
a intervindrà
a intervinguda
a intervinguessin
a intervingut
a intervinguts
a interès
a intoxiquen
a introducció
a introdueix
a introdueixen
a introduir
a introduïa
a introduïda
a introduït
a inversions
a inversió
a inversor
a inverteix
a inverteixin
a invertir
a invertirà
a invertit
a investidura
a investiga
a investigacions
a investigació
a investigar
a investigat
a investigats
a invita
a invitacions
a invitació
a invitar
a invitava
a invocacions
a inèdit
a ironia
a irregularitats
a irrupció
a italiana
a ja
a ja_sigui
a jardins
a joieries
a jornada
a jove
a joves
a jubilació
a judici
a juga
a jugada
a jugadors
a jugant
a jugar
a jugarà
a jugat
a juguessin
a jugui
a jugular
a junta
a jura
a jurar
a jurat
a just
a justifico
a jutgessa
a jutjada
a jutjat
a jutjats
a la
a lamenta
a lamentar
a lectura
a lectures
a legalitat
a legislació
a legislatura
a lentitud
a les_set_de_la_tarda
a lesionar
a lesionat
a lesions
a licitar
a lidera
a liderar
a limita
a limitada
a limitar
a limitaria
a limitarà
a limitat
a limitava
a limiten
a literatura
a llaga
a llança
a llançar
a llançarà
a llar
a llarga
a llars
a llegeix
a llegeixi
a llegenda
a llegir
a llegirà
a llei
a llengua
a llençar
a llençaran
a lletra
a lletres
a llibertat
a llibreria
a llibreries
a lligada
a lligades
a lligar
a lligat
a lligats
a llista
a llistes
a llitera
a lliurar
a lliuraran
a lliurat
a lloar
a lloc
a llocs
a llogat
a llotges
a lluita
a lluitar
a lluitat
a llum
a local
a localitat
a localitats
a localització
a localitzar
a localitzat
a longitud
a lustre
a líder
a líders
a línia
a línies
a lògica
a magnificar
a mai
a mainada
a majoria
a majors
a malaltia
a malalts
a malentès
a malmeses
a malson
a manant
a manca
a mandat
a manera
a manifestació
a manifestar
a manifestat
a manifesten
a maniobres
a manipulació
a mans
a mansió
a mantenen
a mantenir
a mantindrà
a mantingui
a mantingut
a manté
a manual
a maquillar
a maquinària
a mar
a marca
a marcada
a marcar
a mare
a marginació
a marxa
a marxar
a masia
a masturbar
a matar
a maten
a matinada
a matinada_del_8_de_novembre_de_1997
a matrimoni
a matrícula
a matrícules
a matèries
a mediar
a medicina
a meitat
a membre
a membres
a memòria
a memòries
a menja
a menjar
a menjars
a menors
a menys
a mes
a mes_d'_agost
a mesa
a mesos
a mesurat
a mesures
a meta
a metes
a metge
a metre
a metres
a mg
a mi
a mida
a migracions
a milita
a militants
a millor
a millora
a millorar
a mina
a mines
a minut
a minuts
a minvat
a mirada
a mirar
a missa
a missatge
a missió
a mitificació
a mitjanes
a mitjanit
a mitjans
a mobilització
a mobilitzar
a modalitat
a modalitats
a moderació
a modificacions
a modificar
a molt
a moment
a moneda
a monestir
a monoboia
a monument
a morir
a mort
a mortalitat
a mortes
a morts
a mossegades
a mossegant
a mostra
a mostrada
a mostrar
a mostrat
a motos
a mou
a mouran
a mourà
a moviments
a multa
a multinacional
a multiplicar
a multiplicarà
a municipals
a municipis
a muntanya
a muntatge
a muntatges
a muntin
a musicals
a mà
a màfia
a màquina
a màquines
a més
a mòbils
a món
a música
a músics
a músiques
a nacionalitat
a nadons
a naixement
a nascut
a natació
a nau
a naufragi
a navegar
a necessitaran
a necessitat
a necessitats
a nega
a negació
a negar
a negat
a negativa
a negava
a negligències
a nego
a negociació
a negociador
a negociar
a negociaven
a neguen
a negui
a neguin
a nen
a nens
a neteja
a netejar
a neu
a nevades
a ni
a ningú
a ningún
a nit
a nits
a nivell
a nivells
a no
a no_només
a node
a noia
a nois
a nom
a només
a nord
a normalitzar
a normativa
a normes
a nota
a notar
a nou
a nou_de_la_nit
a nou_del_matí
a nou_del_vespre
a nou_hores_del_matí
a novel·la
a novetat
a novetats
a nuar
a nuclis
a nunci
a nèixer
a néixer
a nòmina
a número
a o
a o_bé
a obeeix
a obeint
a obert
a oberta
a oberts
a obertura
a objecte
a objectiu
a objectius
a obliga
a obligacions
a obligades
a obligar
a obligaria
a obligarà
a obligat
a obligats
a obligava
a obligaven
a obliguen
a obligui
a obliguin
a obligués
a obliqua
a obra
a obre
a obren
a obres
a obri
a obrint
a obrir
a observadors
a observatori
a obsessionat
a obstacles
a obstrucció
a obtenció
a obtenir
a obtinguts
a obté
a ocasionat
a ocasionen
a ocasió
a oci
a ocorregut
a ocorreguts
a octubre
a octubre_del_1991
a octubre_del_1996
a ocupa
a ocupem
a odi
a oest
a ofereix
a oferirà
a ofert
a oferta
a ofertes
a off_Broadway
a ofici
a oficiar
a oficina
a oficines
a okupes
a oli
a oligarquies
a oliveres
a ombra
a ombres
a omplen
a omplir
a ompliran
a on
a onada
a onegen
a onze_de_la_nit
a onze_del_matí
a opció
a opera
a operacions
a operació
a operadora
a operar
a operat
a operats
a opinió
a oportunitats
a oposa
a oposar
a oposarà
a oposen
a oposició
a oposin
a optar
a optava
a opten
a opti
a optimisme
a opuscle
a orde
a ordenat
a ordinador
a ordinadors
a ordre
a ordres
a orella
a organisme
a organismes
a organitza
a organització
a organitzada
a organitzar
a organitzat
a orienta
a orientació
a orientades
a orientats
a originada
a orinar
a orígens
a ozó
a oïda
a pacient
a pactar
a pacte
a paella
a paga
a pagament
a pagaments
a pagaran
a pagarà
a pagat
a pagesos
a paguen
a paladars
a paleta
a pallissa
a pallisses
a pal·liar
a pantalla
a pantalles
a paper
a parada
a parades
a paradetes
a paral·lela
a paral·lelament
a paral·leles
a paral·lels
a parar
a parat
a paraula
a paraules
a parc
a parcel·les
a parcs
a parell
a paren
a parer
a paret
a paritat
a parla
a parlar
a parlarà
a parodiat
a parròquia
a part
a participa
a participació
a participant
a participar
a participaran
a participarà
a participat
a participaven
a participen
a participin
a partit
a partits
a parts
a paràmetres
a pas
a passa
a passant
a passar
a passar_per_alt
a passaran
a passaria
a passarà
a passat
a passava
a passaven
a passeig
a passejar
a passen
a passes
a passi
a passos
a passés
a patir
a patissin
a patrimoni
a patrimonis
a patrocinat
a patronals
a pau
a pavelló
a país
a països
a peatge
a pecar
a pedania
a pedrera
a peixos
a pel_que_fa
a pel_que_fa_a
a pell
a pelu
a pel·lícula
a pel·lícules
a pena
a penalització
a penes
a penjar
a pensar
a pensat
a pensions
a per_exemple
a per_sobre
a per_tant
a percebre
a percentatge
a perd
a perden
a perdent
a perdessin
a perdut
a perfil
a perfilar
a periodista
a perllongar
a permanència
a permeable
a permet
a permeten
a permetia
a permetien
a permetre
a permetrà
a permès
a perpendiculars
a perpetrar
a perpetrat
a persecució
a perseguir
a persona
a personalitat
a personat
a personatges
a persones
a pertany
a pertanyem
a pertanyen
a pertanyent
a pertanyents
a pertanyien
a pertinença
a pertànyer
a però
a pesca
a pesquen
a pesqui
a pessetes
a petar_de_riure
a peticions
a petició
a peu
a peça
a picar
a pilot
a pilota
a pimes
a pinta
a pintada
a pintats
a pinten
a pintura
a pionera
a pis
a pista
a pistes
a pla
a places
a placeta
a plana
a planaran
a planificació
a plans
a planta
a plantacions
a plantegen
a plantejant
a plantejar
a plantejarà
a plantejat
a planten_cara
a plantes
a plantilla
a plaques
a plataforma
a platges
a platja
a plaça
a ple
a plenitud
a plorar
a ploure
a pluralitat
a plusvàlues
a poblacions
a població
a pobles
a poc
a podria
a policia
a policies
a polifonia
a polígon
a política
a polítics
a polítiques
a ponts
a ponència
a popa
a popularitat
a por
a pors
a port
a porta
a porta_a_terme
a portada_a_terme
a portal
a portant
a portar
a portar_a_terme
a portaria
a portarà
a portarà_a_terme
a portat
a portat_a_terme
a portava_a_terme
a portaven
a portaveu
a portem
a porten
a porteria
a porteries
a portes
a portin
a portés
a posa
a posades
a posar
a posar_en_marxa
a posar_en_pràctica
a posar_fi
a posarà
a posarà_fi
a posat
a posat_en_funcionament
a posat_en_marxa
a posava
a posaven
a posem
a posen
a posi
a posicions
a posició
a posin
a posin_en_funcionament
a posseeix
a possibilitat
a posterior
a posteriorment
a posteriors
a postmoderns
a postura
a posés
a posés_fi
a potenciar
a practicada
a practicar
a practiquen
a practiqués
a prec
a precedida
a precedit
a precisament
a preconitzat
a predica
a predisposició
a preferit
a pregunta
a preguntar
a pregunten
a preguntes
a pregó
a prehistòrica
a premi
a premsa
a prenen
a prenent
a prengués
a preocupació
a preocupen
a preparació
a preparant
a preparar
a preparat
a pres
a presa
a presa_de_possessió
a present
a presenta
a presentació
a presentada
a presentades
a presentaran
a presentarà
a presentat
a presentava
a presentaven
a presenten
a presenti
a presentin
a presentés
a preservació
a presidencials
a president
a presidenta
a presidir
a presidència
a presons
a presos
a presses
a pressionar
a pressions
a pressió
a presta
a prestar
a prestarà
a prestat
a prestigi
a prestés
a presència
a presó
a pretendre
a pretensió
a preu
a preus
a prevenció
a preveu
a preveuen
a previ
a previs
a previsió
a previst
a prevista
a previstos
a primavera
a primer
a primera
a primers
a principalment
a principi
a principis
a prioritzant
a privacitat
a privada
a problema
a problemes
a problemàtica
a procedeixi
a procedint
a procedir
a procedirà
a procedit
a processat
a processos
a processó
a proclamar
a proclius
a procés
a producció
a productora
a productors
a produeix
a produeixen
a produint
a produir
a produirà
a produïdes
a produït
a professant
a professionalitat
a professionals
a professió
a professor
a professora
a professors
a profunditat
a programacions
a programació
a programades
a programat
a programats
a prohibides
a prohibir
a prohibit
a projeccions
a projecció
a projectades
a projectarà
a projectat
a projecte
a projectes
a proliferació
a prolongació
a promocionar
a promoció
a promoguda
a promotors
a promoure
a promovien
a pronunciar
a pronunciat
a pronuncien
a proper
a properes
a propers
a propietaris
a propietat
a propinar
a proporciona
a proporcionar
a proporcionen
a proposa
a proposar
a proposarà
a proposat
a proposició
a proposta
a propostes
a prostitució
a prostituir
a protagonitzarà
a protegir
a protegiran
a protesten
a protestes
a prova
a provar
a proves
a provocar
a provocarà
a provocat
a província
a províncies
a proximitat
a pràctica
a pràctiques
a prèvia
a préstecs
a pròxim
a pròximes
a pròxims
a psicosi
a publica
a publicacions
a publicació
a publicada
a publicades
a publicar
a publicarà
a publicat
a publicats
a publicitat
a pugen
a pugnar
a pugés
a puja
a pujada
a pujar
a pujarà
a pujava
a pujaven
a punt
a punta
a punts
a punxada
a punxat
a pàdel
a pàgina
a pàgines
a pèrdua
a pèrdues
a públic
a públics
a qual
a qualitat
a quallés
a quals
a qualsevol
a quantes
a quantitat
a quart
a quarta
a quatre
a quatre_de_la_matinada
a quatre_de_la_tarda
a quedarà
a quedat
a quedaven
a queixa
a queixar
a queixarà
a qui
a quilòmetres
a quinieles
a quiosc
a quota
a què
a qüestions
a qüestió
a radiació
a radicades
a ramaderia
a rambla
a rastrejant
a rastres
a ratificar
a ratlla
a reaccionar
a reaccionat
a reaccions
a reactivar
a reafirmar
a realitat
a realització
a realitzada
a realitzades
a realitzar
a realitzarà
a realitzat
a realitzats
a realitzaven
a realitzi
a reaparèixer
a rebaixa
a rebaixar
a rebaixat
a rebaixi
a reben
a rebi
a rebotant
a rebran
a rebre
a rebuda
a rebuig
a rebut
a rebutja
a rebuts
a recepció
a recerca
a recessió
a reciclat
a recital
a reclama
a reclamar
a reclamat
a reclamaven
a reclamen
a reclusos
a recolectat
a recollida
a recollint
a recollir
a recolzar
a recolzaran
a recol·lectat
a recomana
a reconegut
a reconeix
a reconeixement
a reconèixer
a recopilatori
a recorda
a recordar
a recordat
a recorre
a recorren
a recorreria
a recorrerà
a recriminar
a rector
a recull
a recuperació
a recuperar
a recuperat
a recurs
a recórrer
a redaccions
a redacció
a redactar
a redecorar
a reducció
a redueix
a reduir
a reduirà
a reduïda
a reduïdes
a reduït
a reelecció
a refereix
a refereixen
a referent
a referents
a referia
a referida
a referides
a referint
a referir
a referit
a referits
a refermar
a referència
a referències
a referèndum
a reflecteixen
a reflexionin
a reflexió
a reforma
a reformar
a reformes
a reformulació
a reforçar
a refugiar
a refugis
a refusar
a reg
a regadiu
a regadius
a regalat
a regalem
a regants
a regeneració
a regidor
a regidora
a regidors
a regirar
a registrada
a registrades
a registrat
a registrats
a registraven
a registre
a regió
a reglamentària
a regnants
a regular
a regularitzar
a reguli
a rehabilitació
a rei
a reincorporar
a reincorporarà
a reingrés
a reintegrar
a reiterar
a reiterat
a reivindicacions
a reivindicar
a relacionar
a relatiu
a relatius
a relativa
a relatives
a relegat
a relleu
a relleva
a remarcar
a rememorar
a remet
a remetre
a remodelació
a remolc
a remuntem
a remunten
a remunti
a remès
a renda
a rendes
a rendiment
a renegociar
a renovació
a renovar
a rentar
a renuncia
a renunciant
a renunciar
a renunciarà
a renunciat
a renunciava
a renuncien
a renúncia
a rep
a repari
a repartir
a repartiran
a repartirà
a repartits
a repassa
a repercussió
a repeteix
a repetir
a repoblacions
a reportarà
a reposició
a reprendran
a reprendrà
a representacions
a representació
a representant
a representants
a representar
a representaran
a representarà
a representats
a representen
a repressió
a reproduccions
a reproduirà
a reprotxar
a reptar
a repte
a reptes
a republicans
a requereix
a requeriment
a requerit
a res
a rescatar
a reserva
a reservada
a reservades
a resideixen
a resident
a residents
a residia
a residir
a residus
a residència
a resisteix
a resistents
a resistència
a resol
a resoldre
a resolució
a respectar
a respectats
a respecte
a respecte_a
a respecti
a respectivament
a respon
a respondre
a responen
a responguin
a responia
a responien
a responsabilitat
a responsabilitats
a responsabilitzar
a responsable
a responsables
a respost
a resposta
a respostes
a ressaltar
a ressorgit
a resta
a restar
a restaran
a restat
a restauradors
a resti
a restituir
a restituïts
a restringirà
a resulta
a resultar
a resultarà
a resultat
a resultats
a resumit
a ret
a retard
a retencions
a retenció
